category,upc,product_type,brand_name,generic_name,manufacturer_name,label_id,label_version,label_effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings
cough,300450386052,HUMAN OTC DRUG,Childrens TYLENOL COLD Plus FLU,"ACETAMINOPHEN, CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, AND PHENYLEPHRINE HYDROCHLORIDE","Johnson & Johnson Consumer Inc., McNeil Consumer Healthcare Division",6652a19b-b562-467c-bba9-1393991dafb7,5,2020-08-17,Active ingredients (in each 5 mL) Purpose Acetaminophen 160 mg Pain reliever/fever reducer Chlorpheniramine maleate 1 mg Antihistamine Dextromethorphan HBr 5 mg Cough suppressant Phenylephrine HCl 2.5 mg Nasal decongestant,uses temporarily relieves the following cold/flu symptoms: minor aches and pains headache sore throat cough stuffy nose sneezing and runny nose temporarily reduces fever,Active ingredients (in each 5 mL) Purpose Acetaminophen 160 mg Pain reliever/fever reducer Chlorpheniramine maleate 1 mg Antihistamine Dextromethorphan HBr 5 mg Cough suppressant Phenylephrine HCl 2.5 mg Nasal decongestant,"Inactive ingredients anhydrous citric acid, D&C red no. 33, FD&C red no. 40, flavors, glycerin, microcrystalline cellulose and carboxymethylcellulose sodium, purified water, sodium benzoate, sorbitol solution, sucrose, xanthan gum","Directions this product does not contain directions or complete warnings for adult use. do not give more than directed (see overdose warning ) shake well before using mL = milliliter find right dose on chart below. If possible, use weight to dose; otherwise, use age. remove the child protective cap and squeeze your child's dose into the dosing cup repeat dose every 4 hours while symptoms last do not give more than 5 times in 24 hours Weight (lb) Age (yr) Dose (mL) or as directed by a doctor under 36 under 4 years do not use 36-47 4 to 5 years do not use unless directed by a doctor 48-95 6 to 11 years 10 mL Attention: use only enclosed dosing cup specifically designed for use with this product. Do not use any other dosing device.","Warnings Liver warning This product contains acetaminophen. Severe liver damage may occur if your child takes more than 5 doses in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen Allergy alert: acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. to make a child sleepy in a child who is taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your child's prescription drug contains an MAOI, ask a doctor or pharmacist before giving this product. if your child is allergic to any of the ingredients in this product Ask a doctor before use if your child has liver disease heart disease high blood pressure thyroid disease diabetes persistent or chronic cough such as occurs with asthma cough that occurs with too much phlegm (mucus) a breathing problem such as chronic bronchitis glaucoma Ask a doctor or pharmacist before use if your child is taking the blood thinning drug warfarin taking sedatives or tranquilizers When using this product do not exceed recommended dose (see overdose warning ) excitability may occur, especially in children marked drowsiness may occur sedatives and tranquilizers may increase drowsiness Stop use and ask a doctor if nervousness, dizziness or sleeplessness occur pain, nasal congestion or cough gets worse or lasts more than 5 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back or occurs with rash or headache that lasts These could be signs of a serious condition. Keep out of reach of children. Overdose warning In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222) Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms."
cough,363113700688,HUMAN OTC DRUG,Pneumotone,"LOBELIA INFLATA, VERBASCUM THAPSUS, BALSAMUM PERUVIANUM, ANTIMONIUM TARTARICUM, ARSENICUM ALBUM, DROSERA (ROTUNDIFOLIA), KALI BICHROMICUM, KALI CARBONICUM, NATRUM SULPHURICUM, PHOSPHOROUS, SPONGIA TOSTA","Energique, Inc.",77a6298f-8dfc-40eb-ad13-fa072f19266d,3,2020-08-17,"INDICATIONS: May temporarily relieve dry hacking cough, hoarseness, bronchial congestion and hay fever symptoms, and difficulty breathing with tightness of chest from congestion of chest.** **Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.","indications: may temporarily relieve dry hacking cough, hoarseness, bronchial congestion and hay fever symptoms, and difficulty breathing with tightness of chest from congestion of chest.** **claims based on traditional homeopathic practice, not accepted medical evidence. not fda evaluated.","ACTIVE INGREDIENTS: (in each drop): 12.46% of Antimonium Tartaricum 12X, Arsenicum Album 12X, Drosera (Rotundifolia) 12X, Kali Bichromicum 12X, Kali Carbonicum 12X, Natrum Sulphuricum 12X, Phosphorous 12X, Spongia Tosta 12X; 0.10% of Balsamum Peruvianum 6X, Lobelia Inflata 3X, Verbascum Thapsus 3X.","INACTIVE INGREDIENTS: Demineralized water, 20% Ethanol.","DIRECTIONS: Adults and children 5 to 10 drops orally, 3 times daily or as otherwise directed by a health care professional. If symptoms persist for more than 7 days, consult your health care professional. Consult a physician for use in children under 12 years of age.","WARNINGS: If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. Do not use if tamper evident seal is broken or missing. Store in a cool, dry place."
skin,810001570637,HUMAN OTC DRUG,glanHealth Hand Sanitizer Professional,BENZALKONIUM CHLORIDE,Dalrada Health Products,acd6ce36-46f5-5468-e053-2a95a90a72db,2,2020-08-14,PURPOSE Antiseptic/Hand & Skin Sanitizer,uses: hand sanitizer to help decrease bacteria on the skin. recommended for repeated use.,ACTIVE INGREDIENT: Benzalkonium Chloride 0.13% PURPOSE Antiseptic/Hand & Skin Sanitizer,"INACTIVE INGREDIENTS: 1-Octadecyldimethyl (3-Triethoxysilylpropyl) ammonium chloride, Aloe Barbadensis leaf extract, Aqua, Citric Acid, Caprylyl Glucoside, Laureth-4, Polyhexanide, Phenoxyethanol.",DIRECTIONS: Apply liberally to the palms of the hands. Rub into skin until dry. Recommended for repeat use.,"WARNINGS: Do not freeze. For external use only. Do not use in ears, eyes or mouth. When using this product, avoid contact with the eyes. In case of contact, flush eyes with water. Stop use and ask a doctor if redness or irritation develop and persist for more than 72 hours. Keep out of reach of children. Children should be supervised when using this product."
skin,311917169286,HUMAN OTC DRUG,Baby,TALC,Walgreen Company,acc1c925-ee1b-71ca-e053-2a95a90a1544,2,2020-08-13,Purpose Skin Protectant,"uses keeps skin soft, fresh & comfortable.",Active ingredient Talc 100%,Inactive ingredient Fragrance,Directions Shake powder into your hand and smooth onto skin.,Warnings For external use only.
skin,311917169248,HUMAN OTC DRUG,Baby Petroleum,PETROLATUM,Walgreen Company,acc1d75b-8661-6894-e053-2a95a90aceb4,2,2020-08-13,Purpose Skin protectant,uses helps treat and prevent diaper rash protects chafed skin due to diaper rash helps seal out wetness,Active ingredient White Petrolatum USP (100%),Inactive ingredient Fragrance,"Directions change wet and soiled diapers promptly cleanse the diaper area, and allow to dry apply product liberally as often as necessary, with each diaper change, and especially at bedtime or anytime when exposure to wet diapers may be prolonged",Warnings For external use only.
skin,311917169255,HUMAN OTC DRUG,Pure Cornstarch Baby,CORN STARCH,Walgreen Company,acc24a69-7489-09e5-e053-2995a90a2dc8,2,2020-08-13,Purpose Skin Protectant,"uses gently absorbs excess moisture for soft, dry skin. helps protect against irritating friction, leaving your skin feeling cool and comfortable.",Active ingredient Corn Starch (Zea Mays) 99%,"Inactive ingredients Tricalcium Phosphate, Fragrance, Aloe Barbadensis Leaf Juice, Tocopheryl (Vitamin E).",Directions Shake powder into your hand and smooth onto skin.,"Warnings Avoid contact with eyes. For external use only. Do not use on broken skin. Keep powder away from child’s face to avoid inhalation, which can cause breathing problems. Close tightly after use."
skin,9352207002853,HUMAN OTC DRUG,Mattifying Duo,ZINC OXIDE,ULTRACEUTICALS PTY LIMITED,acca2852-5b02-5485-e053-2995a90afce7,1,2020-08-13,"Uses Helps Prevent Sunburn If used as directed with other sun protection measures (see Directions ), decreases the risk of skin cancer and early skin aging caused by the sun.",stop use and ask a doctor: if skin rash occurs.,Active Ingredients Purpose Zinc Oxide 12% w/w Sunscreen,"Inactive Ingredients Allantoin, Bisabolol, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Caffeine, Caprylyl Glycol, Caprylyl Methicone, Carnosine, Dimethicone, Isododecane, Lauryl PEG-10 Tris(Trimethylsiloxy) Silylethyl Dimethicone, Lauryl PEG-8 Dimethicone, Methylpropanediol, Niacinamide, Octyldodecyl Neopentanoate, PEG-10, Phenylpropanol, Polymethylsilsesquioxane, Propanediol, Silica, Sodium Chloride, Sodium Hydroxide, Tetrasodium Glutamate Diacetate, Triceteareth-4 Phosphate, Tridecyl Salicylate, Water","Directions Apply liberally 15 minutes before sun exposure and at least every 2 hours. Children under 6 months of age: ask a doctor. Sun Protection Measures Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad-Spectrum SPF value of 15 or higher and other sun protection measures including: • limit your time in the sun, especially from 10 a.m. – 2 p.m. • wear long-sleeved shirts, pants, hats, and sunglasses • Reapply: After 40 minutes of swimming or sweating Immediately after towel drying",Warnings For external use only Do not use on damaged or broken skin When using this product keep out of eyes. Rinse with water to remove
skin,854923003163,HUMAN OTC DRUG,Health Smart Baby,TALC,Home Smart Products,acc04184-80a6-4b2a-e053-2a95a90aeaf1,2,2020-08-13,Purpose Skin Protectant,uses for babies: use after every bath and diaper change to make your baby’s skin soft and smooth. helping to keep your baby happy and comfortable. for adults: use after bath or shower to keep your skin fresh and comfortable. helps eliminate friction to keep skin from becoming irritated.,Active Ingredient Talc 100%,Inactive Ingredient Fragrance,"Directions Apply product liberally, as often as necessary",WARNING Warning For external use only. Avoid contact with eyes discontinue if irritation developes.
skin,860004323327,HUMAN OTC DRUG,Alchohol Wipes,ALCOHOL WIPES,Virus Protection Systems LLC,accddca1-28a6-3558-e053-2a95a90a24f6,1,2020-08-13,USES SECTION Hand Sanitizer Wipe to decrease bacteria on the skin Dries in Seconds,hand sanitizer wipe to decrease bacteria on the skin dries in seconds,Acohol 75% by Volume Alcohol 75% by volume........Antispetic,Aloe Barbadensis Leaf Juice Glycerin Propylene Glycol Tocopheryl Water,Apply to hands Aplly tyo dry without wiping,"WARNINGS SECTION Flammable keep away from flame and fire For external use only When using this product do not get in the eyes, if contact occurs rinse throughly with water Dicontinue use if irritaton and redeness devvelop.If conditions persist for more than 72 hours consult a doctor keep this out of reach of children if swallowed, get medical help or contact a poison control center right away"
cough,818159010654,HUMAN OTC DRUG,Health Smart Vaporizing Chest Rub,MENTHOL AND CAMPHOR AND EUCALYPTUS OIL,Home Smart Products,acab55b7-2d64-c96e-e053-2995a90a2243,1,2020-08-12,Purpose Cough Suppressant Topical Analgesic Nasal Decongestant,"uses on chest and throat, helps temporarily relieve cough as may occur with common cold and minor bronchial irritation. for the temporary relief of pain associated with minor skin irritation.",Active Ingredients Camphor 4.7% Menthol 1.25% Eucalyptus Oil 1.2%,"Inactive Ingredients Petrolatum, Mineral Oil, Nutmeg Oil, Turpentine Oil, Thymol, Cedar Leaf Oil",Directions: see important warnings under “When using this product” adults and children 2 years and over: rub a thick layer on chest and throat keep clothing loose around chest/throat to help vapors reach the nose/mouth use up to 3 times daily as directed by doctor children under 2 years of age: ask a doctor,Warnings For external use only. Avoid contact with eyes. Do not take by mouth or place in nostrils.
skin,812025010137,HUMAN OTC DRUG,Pigment,HYDROQUINONE,"Physicians Care Alliance, LLC (d/b/a PCA Skin)",cb295c18-9fb3-4321-80b4-0982ced6e131,1,2020-08-12,Purpose Skin lightener,"uses for gradual fading of discolorations of the skin such as freckles, age and liver spots, pigment in the skin that may occur from pregnancy or the use of oral contraceptives.",Active ingredient Hydroquinone (2%),"Inactive ingredients Water/Aqua/Eau, Alcohol, Butylene Glycol, Hamamelis Virginiana (Witch Hazel) Water, Lactic Acid, Azelaic Acid, Kojic Acid, Phenylethyl Resorcinol, Hydroxyethylcellulose, Sodium Hydroxide, BHT, Glutathione, Silybum Marianum Fruit Extract.","Directions Adults: Apply a small amount as a thin layer on the affected area twice daily or use as directed by a physician If no improvement is seen after 3 months of treatment, use of this product should be discontinued Lightening effect of this product may not be noticeable when used on very dark skin Sun exposure should be limited by using a sunscreen agent or protective clothing when using or after using this product in order to prevent darkening from reoccurring","Warnings For external use only When using this product Avoid contact with the eyes Some users of this product may experience a mild skin irritation Do not use on children under 12 years of age unless directed by a physician Stop use and consult a physician if skin irritation becomes severe. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. If product is swallowed, get medical help or contact a Poison Control Center right away."
skin,659524005895,HUMAN OTC DRUG,ESSENCE hand sanitizer 500ML,ALCOHOL,Shenzhen Lantern Scicence Co Ltd,aca6f578-efcd-1e64-e053-2995a90ae8a7,17,2020-08-11,USE Hand sanitizer to help reduce bacteria on the skin that potentially can cause disease.For use when soap and water are not available. Recommended for repeated use. use anywhere without water.,"directions place enough product on hands to cover all surfaces.rub hands together until dry. when using this product keep out of eyes. in case of contact with eyes, flush thoroughly with water. do not inhale or ingest. avoid contact with broken skin. other information do not store above 105f. may discolor some fabrics. harmful to wood finishes and plastics.",Active ingredient Active Ingredient Purpose Ethyl Alcohol 75%（V/V） Antiseptic,"Inactive ingredients Aqua,Glycerin,Aloe Yohjyu Matsu Ekisu,Tocopheryl Acetate,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Aminomethyl Propanol,Parfum.",Recommended for repeated use. use anywhere without water.,"Warning Flammable,Keep away from heat or flame.For external use only.Do not use in children less than two months of age or on open skin wounds. For external use only. Flammable, keep away from heat and flame. Discontinue if skin becomes irritated and ask a doctor . Keep out of reach of children. In case of accidental ingestion, seek professional assistance or contact a poson control center immediately."
